12.9	0.083965	0.49363
13	0.14032	0.63251
13.1	0.21028	0.76507
13.2	0.29312	0.88999
13.3	0.38801	1.0061
13.4	0.494	1.1122
13.5	0.61004	1.2071
13.6	0.73497	1.2899
13.7	0.86755	1.3598
13.8	1.0065	1.4161
13.9	1.1504	1.4582
14	1.2977	1.4858
14.1	1.4471	1.4987
14.2	1.5971	1.4966
14.3	1.7461	1.4795
14.4	1.8925	1.4476
14.5	2.035	1.4011
14.6	2.1721	1.3406
14.7	2.3026	1.2667
14.8	2.425	1.1802
14.9	2.5383	1.0819
15	2.6414	0.97288
15.1	2.733	0.85413
15.2	2.8123	0.72685
15.3	2.8783	0.59229
15.4	2.9304	0.45176
15.5	2.9682	0.30665
15.6	2.9912	0.15844
15.7	2.9994	0.0086705
15.8	2.9928	-0.14112
15.9	2.9714	-0.28963
16	2.9354	-0.43526
16.1	2.8849	-0.57649
16.2	2.8206	-0.71188
16.3	2.7429	-0.84007
16.4	2.6527	-0.95982
16.5	2.5509	-1.07
16.6	2.4386	-1.1694
16.7	2.3171	-1.2573
16.8	2.1874	-1.3326
16.9	2.0509	-1.3947
17	1.9089	-1.4428
17.1	1.7629	-1.4765
17.2	1.6142	-1.4953
17.3	1.4644	-1.4992
17.4	1.3149	-1.488
17.5	1.1672	-1.462
17.6	1.0229	-1.4215
17.7	0.88319	-1.3668
17.8	0.74968	-1.2985
17.9	0.62374	-1.2172
18	0.50664	-1.1237
18.1	0.39952	-1.0189
18.2	0.30343	-0.90381
18.3	0.21927	-0.77971
18.4	0.14786	-0.6479
18.5	0.089917	-0.50966
18.6	0.046059	-0.36633
18.7	0.016746	-0.21936
18.8	0.002274	-0.070195
18.9	0.0027717	0.079671
19	0.018209	0.22875
19.1	0.048439	0.37557
19.2	0.093174	0.51862
19.3	0.15197	0.65647
19.4	0.22426	0.78774
19.5	0.30929	0.91116
19.6	0.40621	1.0255
19.7	0.51406	1.1297
19.8	0.63175	1.2226
19.9	0.75811	1.3031
20	0.89189	1.3707
20.1	1.0318	1.4244
20.2	1.1764	1.464
20.3	1.3241	1.489
20.4	1.4737	1.4991
20.5	1.6236	1.4944
20.6	1.7723	1.4747
20.7	1.9181	1.4402
20.8	2.0597	1.3912
20.9	2.1958	1.3283
21	2.3248	1.2521
21.1	2.4457	1.1634
21.2	2.5572	1.0631
21.3	2.6583	0.9523
21.4	2.7478	0.83195
21.5	2.8248	0.7033
21.6	2.8884	0.56761
21.7	2.938	0.42621
21.8	2.9732	0.28049
21.9	2.9936	0.13193
22	2.9992	-0.017952
22.1	2.9898	-0.16758
22.2	2.9658	-0.31564
22.3	2.9271	-0.4606
22.4	2.8742	-0.60091
22.5	2.8075	-0.73514
22.6	2.7276	-0.86193
22.7	2.6354	-0.98005
22.8	2.5317	-1.0883
22.9	2.4176	-1.1858
23	2.2945	-1.2714
23.1	2.1636	-1.3444
23.2	2.026	-1.404
23.3	1.8832	-1.4497
23.4	1.7365	-1.4807
23.5	1.5876	-1.4969
23.6	1.4377	-1.4981
23.7	1.2885	-1.4843
23.8	1.1413	-1.4557
23.9	0.99778	-1.4126
24	0.85912	-1.3554
24.1	0.72685	-1.2848
24.2	0.60237	-1.2013
24.3	0.48694	-1.1057
24.4	0.3817	-0.99903
24.5	0.28768	-0.88231
24.6	0.20577	-0.75675
24.7	0.13675	-0.62368
24.8	0.08129	-0.48445
24.9	0.039993	-0.34038
25	0.013298	-0.19292
25.1	0.001476	-0.04355
25.2	0.0046345	0.10626
25.3	0.02272	0.25502
25.4	0.055552	0.40125
25.5	0.10282	0.54346
25.6	0.16405	0.68023
25.7	0.23864	0.81018
25.8	0.32584	0.93205
25.9	0.42476	1.0447
26	0.53443	1.1469
26.1	0.65373	1.2376
26.2	0.78149	1.3159
26.3	0.91644	1.3811
26.4	1.0572	1.4323
26.5	1.2025	1.4693
26.6	1.3507	1.4916
26.7	1.5004	1.4992
26.8	1.6502	1.4918
26.9	1.7984	1.4694
27	1.9436	1.4323
27.1	2.0843	1.3809
27.2	2.2192	1.3155
27.3	2.3469	1.237
27.4	2.4661	1.1462
27.5	2.5758	1.044
27.6	2.6749	0.93142
27.7	2.7622	0.80952
27.8	2.8369	0.67954
27.9	2.8981	0.54276
28	2.9452	0.40052
28.1	2.9778	0.25422
28.2	2.9955	0.10534
28.3	2.9984	-0.044596
28.4	2.9864	-0.19401
28.5	2.9597	-0.3416
28.6	2.9185	-0.48583
28.7	2.8631	-0.62516
28.8	2.7941	-0.75816
28.9	2.712	-0.8835
29	2.6176	-0.99994
29.1	2.512	-1.1064
29.2	2.3963	-1.2017
29.3	2.2716	-1.2851
29.4	2.1395	-1.3558
29.5	2.0009	-1.413
29.6	1.8573	-1.456
29.7	1.7101	-1.4845
29.8	1.5609	-1.498
29.9	1.4111	-1.4966
30	1.2622	-1.4801
30.1	1.1156	-1.4488
30.2	0.97282	-1.4032
30.3	0.83521	-1.3436
30.4	0.70424	-1.2706
30.5	0.58128	-1.1849
30.6	0.46758	-1.0874
30.7	0.36427	-0.97885
30.8	0.27235	-0.8605
30.9	0.1927	-0.73352
31	0.12607	-0.59925
31.1	0.073101	-0.45908
31.2	0.034379	-0.31432
31.3	0.010314	-0.16644
31.4	0.0011512	-0.016896
31.5	0.0069709	0.13281
31.6	0.027694	0.28121
31.7	0.063116	0.42681
31.8	0.1129	0.56814
31.9	0.17654	0.70377
32	0.25342	0.83236
32.1	0.34276	0.95264
32.2	0.44365	1.0635
32.3	0.55511	1.1637
32.4	0.67599	1.2523
32.5	0.8051	1.3283
32.6	0.94116	1.391
32.7	1.0828	1.4398
32.8	1.2287	1.4741
32.9	1.3772	1.4938
33	1.5271	1.4987
33.1	1.6767	1.4887
33.2	1.8244	1.4637
33.3	1.9689	1.424
33.4	2.1087	1.3701
33.5	2.2423	1.3024
33.6	2.3686	1.2216
33.7	2.4862	1.1287
33.8	2.594	1.0246
33.9	2.6911	0.91026
34	2.7763	0.78685
34.1	2.8486	0.65559
34.2	2.9073	0.51775
34.3	2.9519	0.37471
34.4	2.9818	0.22787
34.5	2.9969	0.078703
34.6	2.9971	-0.071233
34.7	2.9825	-0.22039
34.8	2.9533	-0.36748
34.9	2.9095	-0.51093
35	2.8516	-0.64922
35.1	2.7802	-0.78094
35.2	2.6959	-0.90477
35.3	2.5995	-1.0195
35.4	2.492	-1.124
35.5	2.3746	-1.2173
35.6	2.2486	-1.2985
35.7	2.1152	-1.3668
35.8	1.9756	-1.4215
35.9	1.8313	-1.462
36	1.6837	-1.4878
36.1	1.5343	-1.4987
36.2	1.3845	-1.4945
36.3	1.2359	-1.4754
36.4	1.0899	-1.4416
36.5	0.94801	-1.3934
36.6	0.8115	-1.3314
36.7	0.68187	-1.2561
36.8	0.56048	-1.1683
36.9	0.44856	-1.0687
37	0.34722	-0.95836
37.1	0.25743	-0.8384
37.2	0.18006	-0.71004
37.3	0.11583	-0.57464
37.4	0.065361	-0.43357
37.5	0.029226	-0.28817
37.6	0.0077999	-0.1399
37.7	0.0012998	0.0097574
37.8	0.0097788	0.15932
37.9	0.033131	0.3073
38	0.071132	0.45223
38.1	0.12341	0.59263
38.2	0.18945	0.72709
38.3	0.2686	0.85428
38.4	0.36004	0.97294
38.5	0.46288	1.0819
38.6	0.57608	1.1802
38.7	0.69849	1.2666
38.8	0.82892	1.3403
38.9	0.96606	1.4005
39	1.1086	1.4467
39.1	1.255	1.4785
39.2	1.4038	1.4956
39.3	1.5537	1.4978
39.4	1.7031	1.4851
39.5	1.8504	1.4575
39.6	1.9941	1.4153
39.7	2.1328	1.3588
39.8	2.2653	1.2887
39.9	2.39	1.2058
40	2.506	1.1108
40.1	2.612	1.0048
40.2	2.707	0.88882
40.3	2.7899	0.76394
40.4	2.8598	0.63143
40.5	2.9161	0.49259
40.6	2.9581	0.34878
40.7	2.9854	0.20144
40.8	2.9979	0.052046
40.9	2.9954	-0.097842
41	2.9782	-0.24671
41.1	2.9463	-0.39324
41.2	2.9	-0.53586
41.3	2.8397	-0.67307
41.4	2.766	-0.80347
41.5	2.6794	-0.92574
41.6	2.581	-1.0387
41.7	2.4717	-1.1413
41.8	2.3527	-1.2325
41.9	2.2252	-1.3114
42	2.0907	-1.3773
42.1	1.9502	-1.4295
42.2	1.8052	-1.4674
42.3	1.6572	-1.4906
42.4	1.5076	-1.4988
42.5	1.358	-1.492
42.6	1.2098	-1.4702
42.7	1.0644	-1.4338
42.8	0.92338	-1.3832
42.9	0.78801	-1.3188
43	0.65976	-1.2412
43.1	0.53998	-1.1512
43.2	0.42988	-1.0497
43.3	0.33054	-0.93757
43.4	0.24292	-0.81604
43.5	0.16784	-0.68634
43.6	0.10602	-0.54986
43.7	0.058075	-0.40793
43.8	0.024537	-0.26193
43.9	0.0057566	-0.11333
44	0.0019216	0.036401
44.1	0.013057	0.18577
44.2	0.039031	0.3333
44.3	0.079597	0.47751
44.4	0.13436	0.61693
44.5	0.20277	0.75017
44.6	0.28415	0.87592
44.7	0.37768	0.99292
44.8	0.48243	1.1001
44.9	0.59733	1.1963
45	0.72125	1.2805
45.1	0.85295	1.3518
45.2	0.99112	1.4096
45.3	1.1344	1.4533
45.4	1.2813	1.4824
45.5	1.4305	1.4969
45.6	1.5804	1.4964
45.7	1.7294	1.481
45.8	1.8762	1.4508
45.9	2.0191	1.4061
46	2.1568	1.3472
46.1	2.2879	1.2747
46.2	2.4112	1.1896
46.3	2.5254	1.0926
46.4	2.6295	0.98477
46.5	2.7224	0.8671
46.6	2.8031	0.74078
46.7	2.8707	0.60707
46.8	2.9244	0.46726
46.9	2.9638	0.32275
47	2.9885	0.17496
47.1	2.9983	0.025383
47.2	2.9932	-0.12441
47.3	2.9734	-0.27293
47.4	2.9389	-0.41886
47.5	2.8901	-0.56061
47.6	2.8274	-0.69669
47.7	2.7513	-0.82572
47.8	2.6626	-0.94642
47.9	2.5622	-1.0576
48	2.4511	-1.1582
48.1	2.3305	-1.2473
48.2	2.2017	-1.3239
48.3	2.066	-1.3874
48.4	1.9246	-1.4371
48.5	1.779	-1.4724
48.6	1.6306	-1.493
48.7	1.481	-1.4985
48.8	1.3315	-1.489
48.9	1.1837	-1.4646
49	1.0391	-1.4257
49.1	0.89894	-1.3726
49.2	0.76475	-1.3058
49.3	0.63794	-1.2259
49.4	0.5198	-1.1338
49.5	0.41155	-1.0303
49.6	0.31424	-0.91649
49.7	0.2288	-0.79343
49.8	0.15605	-0.66244
49.9	0.096661	-0.52491
50	0.051252	-0.38218
50.1	0.02032	-0.23562
50.2	0.0041885	-0.086733
50.3	0.003018	0.06302
50.4	0.016804	0.21215
50.5	0.045392	0.35917
50.6	0.088508	0.50262
50.7	0.14573	0.64103
50.8	0.21649	0.77301
50.9	0.30009	0.89727
51	0.39567	1.0126
51.1	0.50229	1.1179
51.2	0.61887	1.212
51.3	0.74424	1.2939
51.4	0.87717	1.3629
51.5	1.0163	1.4182
51.6	1.1604	1.4593
51.7	1.3078	1.4859
51.8	1.4571	1.4977
51.9	1.6069	1.4946
52	1.7557	1.4765
52.1	1.9019	1.4437
52.2	2.0439	1.3964
52.3	2.1806	1.3351
52.4	2.3104	1.2603
52.5	2.4321	1.173
52.6	2.5445	1.0741
52.7	2.6467	0.96439
52.8	2.7375	0.84511
52.9	2.8159	0.71739
53	2.8811	0.58252
53.1	2.9323	0.4418
53.2	2.9691	0.29663
53.3	2.9912	0.14844
53.4	2.9983	-0.0012683
53.5	2.9906	-0.15092
53.6	2.9681	-0.29905
53.7	2.931	-0.44432
53.8	2.8797	-0.58515
53.9	2.8146	-0.72006
54	2.7362	-0.84769
54.1	2.6454	-0.96676
54.2	2.543	-1.0761
54.3	2.4302	-1.1747
54.4	2.308	-1.2616
54.5	2.178	-1.336
54.6	2.0412	-1.3971
54.7	1.899	-1.4442
54.8	1.7528	-1.477
54.9	1.6041	-1.4948
55	1.4544	-1.4977
55.1	1.3051	-1.4856
55.2	1.1578	-1.4586
55.3	1.0139	-1.4171
55.4	0.87472	-1.3615
55.5	0.74176	-1.2923
55.6	0.61641	-1.2103
55.7	0.49996	-1.1161
55.8	0.39359	-1.0107
55.9	0.29833	-0.89514
56	0.21511	-0.7706
56.1	0.1447	-0.63836
56.2	0.087758	-0.49983
56.3	0.044896	-0.35632
56.4	0.016578	-0.20927
56.5	0.0030989	-0.060137
56.6	0.0045904	0.089591
56.7	0.021021	0.23843
56.8	0.05221	0.38491
56.9	0.097861	0.52754
57	0.15753	0.66489
57.1	0.23061	0.79558
57.2	0.31639	0.91831
57.3	0.41399	1.0319
57.4	0.52244	1.1352
57.5	0.64066	1.2273
57.6	0.76745	1.307
57.7	0.90156	1.3736
57.8	1.0417	1.4264
57.9	1.1864	1.4649
58	1.3342	1.4888
58.1	1.4837	1.498
58.2	1.6335	1.4922
58.3	1.7819	1.4716
58.4	1.9274	1.4362
58.5	2.0686	1.3863
58.6	2.2041	1.3226
58.7	2.3325	1.2456
58.8	2.4526	1.1561
58.9	2.5633	1.0552
59	2.6635	0.94373
59.1	2.7522	0.82287
59.2	2.8283	0.69381
59.3	2.891	0.55781
59.4	2.9397	0.41623
59.5	2.9739	0.27044
59.6	2.9933	0.1219
59.7	2.9978	-0.027892
59.8	2.9874	-0.17736
59.9	2.9623	-0.32505
60	2.9227	-0.46961
60.1	2.8689	-0.60947
60.2	2.8014	-0.74318
60.3	2.7208	-0.86936
60.4	2.6278	-0.98678
60.5	2.5236	-1.0943
60.6	2.409	-1.1909
60.7	2.2854	-1.2756
60.8	2.1541	-1.3476
60.9	2.0162	-1.4063
61	1.8732	-1.4509
61.1	1.7265	-1.481
61.2	1.5775	-1.4962
61.3	1.4278	-1.4964
61.4	1.2788	-1.4816
61.5	1.132	-1.452
61.6	0.98886	-1.408
61.7	0.85072	-1.35
61.8	0.71903	-1.2785
61.9	0.59518	-1.1942
62	0.48045	-1.098
62.1	0.37599	-0.99075
62.2	0.28282	-0.87353
62.3	0.20183	-0.74754
62.4	0.13378	-0.61409
62.5	0.079312	-0.4746
62.6	0.03901	-0.33038
62.7	0.013312	-0.18287
62.8	0.0024863	-0.033548
62.9	0.0066366	0.11611
63	0.025702	0.26461
63.1	0.059481	0.41049
63.2	0.10765	0.55227
63.3	0.16973	0.68852
63.4	0.24512	0.81787
63.5	0.33305	0.93904
63.6	0.43264	1.0509
63.7	0.54289	1.1523
63.8	0.66271	1.2422
63.9	0.79087	1.3196
64	0.92613	1.3838
64.1	1.0671	1.4341
64.2	1.2125	1.47
64.3	1.3607	1.4913
64.4	1.5103	1.4978
64.5	1.6599	1.4894
64.6	1.8079	1.4661
64.7	1.9527	1.4281
64.8	2.093	1.3758
64.9	2.2273	1.3097
65	2.3544	1.2304
65.1	2.4729	1.1388
65.2	2.5817	1.036
65.3	2.6799	0.92279
65.4	2.7664	0.80039
65.5	2.8402	0.67002
65.6	2.9005	0.53295
65.7	2.9467	0.39054
65.8	2.9783	0.24419
65.9	2.995	0.095343
66	2.9969	-0.05448
66.1	2.9838	-0.20371
66.2	2.9561	-0.35092
66.3	2.9139	-0.49473
66.4	2.8577	-0.63358
66.5	2.7878	-0.76603
66.6	2.7049	-0.89074
66.7	2.61	-1.0065
66.8	2.5038	-1.1121
66.9	2.3876	-1.2066
67	2.2625	-1.2891
67.1	2.1299	-1.3588
67.2	1.9911	-1.415
67.3	1.8473	-1.4571
67.4	1.7001	-1.4846
67.5	1.551	-1.4971
67.6	1.4013	-1.4947
67.7	1.2526	-1.4772
67.8	1.1063	-1.445
67.9	0.96403	-1.3985
68	0.82695	-1.3381
68.1	0.69657	-1.2643
68.2	0.57426	-1.1778
68.3	0.46129	-1.0796
68.4	0.35877	-0.9705
68.5	0.26772	-0.85166
68.6	0.18898	-0.72427
68.7	0.12331	-0.58966
68.8	0.071324	-0.44925
68.9	0.033592	-0.30436
69	0.01052	-0.15644
69.1	0.0023491	-0.0069723
69.2	0.0091544	0.14257
69.3	0.030847	0.29069
69.4	0.067203	0.43592
69.5	0.11787	0.57681
69.6	0.18236	0.71191
69.7	0.26001	0.83988
69.8	0.35007	0.95946
69.9	0.45161	1.0695
70	0.56363	1.1689
70.1	0.685	1.2566
70.2	0.8145	1.3318
70.3	0.95085	1.3935
70.4	1.0927	1.4413
70.5	1.2387	1.4747
70.6	1.3872	1.4933
70.7	1.5369	1.4972
70.8	1.6863	1.4861
70.9	1.8338	1.4602
71	1.9779	1.4197
71.1	2.1172	1.3649
71.2	2.2503	1.2964
71.3	2.3759	1.2149
71.4	2.4928	1.1212
71.5	2.5998	1.0165
71.6	2.6959	0.90157
71.7	2.7802	0.77768
71.8	2.8517	0.64604
71.9	2.9095	0.50794
72	2.9531	0.36476
72.1	2.9821	0.21788
72.2	2.9963	0.068785
72.3	2.9954	-0.081025
72.4	2.9798	-0.22998
72.5	2.9495	-0.37665
72.6	2.9047	-0.51966
72.7	2.846	-0.65746
72.8	2.7738	-0.78862
72.9	2.6887	-0.91181
73	2.5917	-1.0258
73.1	2.4837	-1.1295
73.2	2.3659	-1.222
73.3	2.2394	-1.3022
73.4	2.1057	-1.3696
73.5	1.9659	-1.4233
73.6	1.8214	-1.4628
73.7	1.6738	-1.4877
73.8	1.5244	-1.4976
73.9	1.3748	-1.4925
74	1.2265	-1.4724
74.1	1.0808	-1.4376
74.2	0.93939	-1.3886
74.3	0.80342	-1.3257
74.4	0.67438	-1.2496
74.5	0.55366	-1.1611
74.6	0.44247	-1.0608
74.7	0.34193	-0.94997
74.8	0.25301	-0.82954
74.9	0.17656	-0.70078
75	0.11328	-0.56506
75.1	0.063796	-0.42378
75.2	0.028643	-0.27827
75.3	0.0082025	-0.12999
75.4	0.0026863	0.019581
75.5	0.012142	0.16895
75.6	0.036453	0.31664
75.7	0.075371	0.4612
75.8	0.12852	0.60114
75.9	0.19538	0.73505
76	0.27529	0.8616
76.1	0.36743	0.97955
76.2	0.47089	1.0877
76.3	0.58464	1.1851
76.4	0.70753	1.2707
76.5	0.83832	1.3435
76.6	0.97573	1.4028
76.7	1.1184	1.4481
76.8	1.2649	1.4789
76.9	1.4137	1.4949
77	1.5634	1.4961
77.1	1.7126	1.4824
77.2	1.8596	1.4538
77.3	2.003	1.4108
77.4	2.1413	1.3535
77.5	2.2731	1.2827
77.6	2.3972	1.199
77.7	2.5124	1.1033
77.8	2.6175	0.99665
77.9	2.7116	0.88009
78	2.7936	0.75474
78.1	2.8627	0.62187
78.2	2.9181	0.4828
78.3	2.9592	0.33888
78.4	2.9855	0.19154
78.5	2.997	0.042231
78.6	2.9935	-0.10752
78.7	2.9752	-0.25615
78.8	2.9423	-0.40223
78.9	2.8951	-0.5444
79	2.8339	-0.68111
79.1	2.7594	-0.81094
79.2	2.6722	-0.93258
79.3	2.5732	-1.0448
79.4	2.4634	-1.1466
79.5	2.3439	-1.2369
79.6	2.2161	-1.3149
79.7	2.0812	-1.3799
79.8	1.9405	-1.4311
79.9	1.7954	-1.4681
80	1.6474	-1.4903
80.1	1.4979	-1.4975
80.2	1.3484	-1.4898
80.3	1.2005	-1.4671
80.4	1.0555	-1.4297
80.5	0.91495	-1.3782
80.6	0.78012	-1.313
80.7	0.65248	-1.2346
80.8	0.53337	-1.1439
80.9	0.42401	-1.0418
81	0.32547	-0.92915
81.1	0.23871	-0.80718
81.2	0.16456	-0.67711
81.3	0.1037	-0.54032
81.4	0.056729	-0.39821
81.5	0.024165	-0.25211
81.6	0.0063588	-0.10351
81.7	0.0034962	0.046104
81.8	0.015596	0.19526
81.9	0.042516	0.34248
82	0.083983	0.4863
82.1	0.1396	0.62525
82.2	0.20881	0.75794
82.3	0.29093	0.88304
82.4	0.38514	0.99931
82.5	0.49048	1.1056
82.6	0.60593	1.201
82.7	0.73029	1.2844
82.8	0.86233	1.3548
82.9	1.0007	1.4117
83	1.1442	1.4544
83.1	1.2912	1.4826
83.2	1.4402	1.4959
83.3	1.5899	1.4945
83.4	1.7388	1.4781
83.5	1.8853	1.447
83.6	2.0278	1.4014
83.7	2.165	1.3417
83.8	2.2956	1.2686
83.9	2.4182	1.1827
84	2.5316	1.085
84.1	2.6348	0.97654
84.2	2.7268	0.85834
84.3	2.8066	0.73158
84.4	2.8733	0.59753
84.5	2.9262	0.45751
84.6	2.9647	0.31291
84.7	2.9885	0.16515
84.8	2.9973	0.015691
84.9	2.9912	-0.13395
85	2.9702	-0.28221
85.1	2.9347	-0.42766
85.2	2.885	-0.56894
85.3	2.8214	-0.70451
85.4	2.7446	-0.83297
85.5	2.6553	-0.95303
85.6	2.5543	-1.0635
85.7	2.4427	-1.1633
85.8	2.3217	-1.2515
85.9	2.1926	-1.3272
86	2.0566	-1.3898
86.1	1.915	-1.4385
86.2	1.7693	-1.4729
86.3	1.6209	-1.4924
86.4	1.4714	-1.497
86.5	1.3221	-1.4866
86.6	1.1746	-1.4613
86.7	1.0303	-1.4214
86.8	0.89072	-1.3674
86.9	0.75709	-1.2998
87	0.63088	-1.2193
87.1	0.51342	-1.1265
87.2	0.4059	-1.0224
87.3	0.30939	-0.90807
87.4	0.22482	-0.78459
87.5	0.153	-0.65324
87.6	0.094572	-0.51542
87.7	0.050125	-0.37252
87.8	0.020157	-0.2259
87.9	0.0049882	-0.077035
88	0.0047771	0.072587
88.1	0.019516	0.22149
88.2	0.049033	0.36818
88.3	0.093034	0.51122
88.4	0.15109	0.64915
88.5	0.22263	0.78057
88.6	0.30694	0.90417
88.7	0.40318	1.0187
88.8	0.51038	1.1232
88.9	0.62747	1.2165
89	0.75327	1.2976
89.1	0.88652	1.3657
89.2	1.0259	1.4201
89.3	1.17	1.4603
89.4	1.3175	1.4858
89.5	1.4667	1.4965
89.6	1.6164	1.4924
89.7	1.7649	1.4734
89.8	1.9108	1.4397
89.9	2.0525	1.3916
90	2.1886	1.3295
90.1	2.3178	1.2541
90.2	2.4388	1.1661
90.3	2.5505	1.0664
90.4	2.6517	0.95614
90.5	2.7416	0.83635
90.6	2.8191	0.70821
90.7	2.8834	0.57301
90.8	2.9338	0.4321
90.9	2.9698	0.28687
91	2.991	0.13874
91.1	2.9971	-0.010827
91.2	2.9884	-0.16031
91.3	2.9648	-0.30816
91.4	2.9267	-0.45292
91.5	2.8745	-0.59326
91.6	2.8085	-0.72766
91.7	2.7294	-0.85472
91.8	2.638	-0.97316
91.9	2.5351	-1.0818
92	2.4218	-1.1796
92.1	2.2993	-1.2656
92.2	2.1689	-1.339
92.3	2.0318	-1.3992
92.4	1.8894	-1.4454
92.5	1.7432	-1.4772
92.6	1.5945	-1.4941
92.7	1.4449	-1.4961
92.8	1.2959	-1.483
92.9	1.1488	-1.4551
93	1.0053	-1.4127
93.1	0.86671	-1.3562
93.2	0.73431	-1.2863
93.3	0.60957	-1.2035
93.4	0.49379	-1.1087
93.5	0.38815	-1.0027
93.6	0.2937	-0.88672
93.7	0.21135	-0.76178
93.8	0.14186	-0.6292
93.9	0.085892	-0.49039
94	0.043986	-0.34675
94.1	0.01662	-0.19964
94.2	0.0040895	-0.050558
94.3	0.0065266	0.099022
94.4	0.023897	0.24761
94.5	0.056002	0.39374
94.6	0.10252	0.53596
94.7	0.163	0.67282
94.8	0.23684	0.80293
94.9	0.32331	0.925
95	0.42155	1.0378
95.1	0.53056	1.1403
95.2	0.64927	1.2315
95.3	0.77647	1.3104
95.4	0.91088	1.3761
95.5	1.0512	1.4281
95.6	1.196	1.4657
95.7	1.3438	1.4886
95.8	1.4932	1.4967
95.9	1.6427	1.4899
96	1.7909	1.4683
96.1	1.9361	1.432
96.2	2.0769	1.3814
96.3	2.2119	1.3169
96.4	2.3398	1.2393
96.5	2.4592	1.1491
96.6	2.5691	1.0475
96.7	2.6683	0.93545
96.8	2.7559	0.81412
96.9	2.8312	0.68464
97	2.8931	0.54833
97.1	2.941	0.40657
97.2	2.9744	0.26075
97.3	2.993	0.1123
97.4	2.9965	-0.037313
97.5	2.9851	-0.18659
97.6	2.9589	-0.33398
97.7	2.9182	-0.47801
97.8	2.8635	-0.61735
97.9	2.7951	-0.75054
98	2.7138	-0.87616
98.1	2.6204	-0.99295
98.2	2.5156	-1.0997
98.3	2.4007	-1.1955
98.4	2.2767	-1.2793
